league_name,club_name,year,total_fee_in,mean_fee_in,mean_age_in,total_fee_in_GK,mean_fee_in_GK,mean_age_in_GK,count_GK_in,total_fee_in_DEF,mean_fee_in_DEF,mean_age_in_DEF,count_DEF_in,total_fee_in_MID,mean_fee_in_MID,mean_age_in_MID,count_MID_in,total_fee_in_STK,mean_fee_in_STK,mean_age_in_STK,count_STK_in,total_fee_out,mean_fee_out,mean_age_out,total_fee_out_GK,mean_fee_out_GK,mean_age_out_GK,count_GK_out,total_fee_out_DEF,mean_fee_out_DEF,mean_age_out_DEF,count_DEF_out,total_fee_out_MID,mean_fee_out_MID,mean_age_out_MID,count_MID_out,total_fee_out_STK,mean_fee_out_STK,mean_age_out_STK,count_STK_out,total_fee_in_1_years_future,mean_fee_in_1_years_future,mean_age_in_1_years_future,total_fee_in_GK_1_years_future,mean_fee_in_GK_1_years_future,mean_age_in_GK_1_years_future,count_GK_in_1_years_future,total_fee_in_DEF_1_years_future,mean_fee_in_DEF_1_years_future,mean_age_in_DEF_1_years_future,count_DEF_in_1_years_future,total_fee_in_MID_1_years_future,mean_fee_in_MID_1_years_future,mean_age_in_MID_1_years_future,count_MID_in_1_years_future,total_fee_in_STK_1_years_future,mean_fee_in_STK_1_years_future,mean_age_in_STK_1_years_future,count_STK_in_1_years_future,total_fee_out_1_years_future,mean_fee_out_1_years_future,mean_age_out_1_years_future,total_fee_out_GK_1_years_future,mean_fee_out_GK_1_years_future,mean_age_out_GK_1_years_future,count_GK_out_1_years_future,total_fee_out_DEF_1_years_future,mean_fee_out_DEF_1_years_future,mean_age_out_DEF_1_years_future,count_DEF_out_1_years_future,total_fee_out_MID_1_years_future,mean_fee_out_MID_1_years_future,mean_age_out_MID_1_years_future,count_MID_out_1_years_future,total_fee_out_STK_1_years_future,mean_fee_out_STK_1_years_future,mean_age_out_STK_1_years_future,count_STK_out_1_years_future,total_fee_in_2_years_future,mean_fee_in_2_years_future,mean_age_in_2_years_future,total_fee_in_GK_2_years_future,mean_fee_in_GK_2_years_future,mean_age_in_GK_2_years_future,count_GK_in_2_years_future,total_fee_in_DEF_2_years_future,mean_fee_in_DEF_2_years_future,mean_age_in_DEF_2_years_future,count_DEF_in_2_years_future,total_fee_in_MID_2_years_future,mean_fee_in_MID_2_years_future,mean_age_in_MID_2_years_future,count_MID_in_2_years_future,total_fee_in_STK_2_years_future,mean_fee_in_STK_2_years_future,mean_age_in_STK_2_years_future,count_STK_in_2_years_future,total_fee_out_2_years_future,mean_fee_out_2_years_future,mean_age_out_2_years_future,total_fee_out_GK_2_years_future,mean_fee_out_GK_2_years_future,mean_age_out_GK_2_years_future,count_GK_out_2_years_future,total_fee_out_DEF_2_years_future,mean_fee_out_DEF_2_years_future,mean_age_out_DEF_2_years_future,count_DEF_out_2_years_future,total_fee_out_MID_2_years_future,mean_fee_out_MID_2_years_future,mean_age_out_MID_2_years_future,count_MID_out_2_years_future,total_fee_out_STK_2_years_future,mean_fee_out_STK_2_years_future,mean_age_out_STK_2_years_future,count_STK_out_2_years_future,total_fee_in_3_years_future,mean_fee_in_3_years_future,mean_age_in_3_years_future,total_fee_in_GK_3_years_future,mean_fee_in_GK_3_years_future,mean_age_in_GK_3_years_future,count_GK_in_3_years_future,total_fee_in_DEF_3_years_future,mean_fee_in_DEF_3_years_future,mean_age_in_DEF_3_years_future,count_DEF_in_3_years_future,total_fee_in_MID_3_years_future,mean_fee_in_MID_3_years_future,mean_age_in_MID_3_years_future,count_MID_in_3_years_future,total_fee_in_STK_3_years_future,mean_fee_in_STK_3_years_future,mean_age_in_STK_3_years_future,count_STK_in_3_years_future,total_fee_out_3_years_future,mean_fee_out_3_years_future,mean_age_out_3_years_future,total_fee_out_GK_3_years_future,mean_fee_out_GK_3_years_future,mean_age_out_GK_3_years_future,count_GK_out_3_years_future,total_fee_out_DEF_3_years_future,mean_fee_out_DEF_3_years_future,mean_age_out_DEF_3_years_future,count_DEF_out_3_years_future,total_fee_out_MID_3_years_future,mean_fee_out_MID_3_years_future,mean_age_out_MID_3_years_future,count_MID_out_3_years_future,total_fee_out_STK_3_years_future,mean_fee_out_STK_3_years_future,mean_age_out_STK_3_years_future,count_STK_out_3_years_future,Rk,W,D,L,GF,GA,GD,Pts/MP,PF,PF_1_years_future,Rk_1_years_future,W_1_years_future,D_1_years_future,L_1_years_future,GF_1_years_future,GA_1_years_future,GD_1_years_future,Pts/MP_1_years_future,PF_2_years_future,Rk_2_years_future,W_2_years_future,D_2_years_future,L_2_years_future,GF_2_years_future,GA_2_years_future,GD_2_years_future,Pts/MP_2_years_future,PF_next_3_years
Serie A,Udinese Calcio,2014,29.2,2.92,22.3,0.0,0.0,0.0,0,1.3,1.3,19.0,1,21.9,3.129,22.0,7,6.0,3.0,25.0,2,25.4,2.309,24.818,0.2,0.2,32.0,1,1.1,0.367,25.333,3,12.5,3.125,23.0,4,11.6,3.867,24.333,3,21.42,2.38,23.0,0.0,0.0,0.0,0,9.7,3.233,22.667,3,5.7,1.425,24.75,4,6.02,3.01,20.0,2,74.12,8.236,23.333,0.0,0.0,0.0,0,16.5,5.5,25.667,3,26.62,8.873,22.667,3,31.0,10.333,21.667,3,26.5,4.417,20.833,0.0,0.0,0.0,0,0.5,0.5,18.0,1,13.5,6.75,21.5,2,12.5,4.167,21.333,3,32.23,4.604,23.143,0.0,0.0,0.0,0,1.0,1.0,27.0,1,21.0,7.0,21.667,3,10.23,3.41,23.333,3,22.591,2.054,23.273,0.0,0.0,0.0,0,9.341,1.557,23.667,6,7.75,1.938,22.75,4,5.5,5.5,23.0,1,17.7,2.529,27.0,0.0,0.0,0.0,0,3.1,1.55,29.0,2,11.2,3.733,24.667,3,3.4,1.7,28.5,2,16,10,11,17,43,56,-13,1.08,2,2,17,10,9,19,35,60,-25,1.03,1,13,12,9,17,47,56,-9,1.18,1
Serie A,ACF Fiorentina,2015,24.9,2.075,25.583,0.75,0.75,24.0,1,9.25,1.85,25.4,5,4.0,2.0,26.0,2,10.9,2.725,26.0,4,26.85,3.836,24.857,0.0,0.0,0.0,0,20.1,4.02,23.6,5,0.0,0.0,0.0,0,6.75,3.375,28.0,2,15.73,1.573,23.6,2.83,1.415,21.0,2,8.4,2.1,26.0,4,4.0,1.333,21.667,3,0.5,0.5,25.0,1,31.05,3.105,25.4,0.0,0.0,0.0,0,24.15,8.05,25.667,3,3.1,0.62,23.4,5,3.8,1.9,30.0,2,79.5,3.975,23.6,0.0,0.0,0.0,0,23.1,2.888,23.75,8,32.9,4.7,24.286,7,23.5,4.7,22.4,5,93.58,6.684,26.0,2.5,2.5,31.0,1,1.86,0.62,27.333,3,33.5,8.375,26.75,4,55.72,9.287,24.0,6,60.657,3.791,23.688,8.0,8.0,19.0,1,28.65,4.775,24.667,6,17.957,3.591,22.8,5,6.05,1.513,24.5,4,43.365,3.942,24.636,0.0,0.0,0.0,0,7.24,1.448,23.8,5,2.055,1.028,25.0,2,34.07,8.518,25.5,4,5,18,10,10,60,42,18,1.68,0,1,8,16,12,10,63,57,6,1.58,1,8,16,9,13,54,46,8,1.5,2
Serie A,AS Roma,2015,60.099,3.005,23.1,0.0,0.0,0.0,0,8.42,1.684,23.4,5,18.229,4.557,22.75,4,33.45,3.041,23.091,11,134.25,7.458,24.389,0.0,0.0,0.0,0,38.7,9.675,24.25,4,62.75,10.458,24.167,6,32.8,4.1,24.625,8,102.6,6.413,24.062,8.0,8.0,23.0,1,25.5,2.833,24.444,9,18.6,18.6,19.0,1,50.5,10.1,24.6,5,43.432,3.341,24.077,0.0,0.0,0.0,0,10.1,2.02,25.6,5,9.0,9.0,24.0,1,24.332,3.476,23.0,7,91.15,7.596,25.75,0.0,0.0,0.0,0,56.9,7.112,26.75,8,15.0,7.5,24.5,2,19.25,9.625,23.0,2,155.0,11.071,24.571,0.0,0.0,0.0,0,75.0,12.5,24.667,6,28.5,9.5,22.667,3,51.5,10.3,25.6,5,164.1,13.675,24.833,13.5,4.5,27.667,3,9.5,9.5,27.0,1,62.35,15.587,25.5,4,78.75,19.688,21.5,4,150.463,9.404,24.938,71.5,35.75,26.0,2,3.69,0.738,26.2,5,64.893,12.979,24.8,5,10.38,2.595,23.0,4,3,23,11,4,83,41,42,2.11,0,0,2,28,3,7,90,38,52,2.29,0,3,23,8,7,61,28,33,2.03,0
Serie A,FC Internazionale,2015,102.45,7.881,24.846,0.0,0.0,0.0,0,18.3,3.66,24.6,5,60.95,15.238,25.75,4,23.2,5.8,24.25,4,115.32,6.784,24.765,0.0,0.0,0.0,0,7.45,1.862,25.25,4,87.1,8.71,25.2,10,20.77,6.923,22.667,3,159.85,13.321,24.833,0.0,0.0,0.0,0,29.3,9.767,28.0,3,69.0,17.25,24.25,4,61.55,12.31,23.4,5,18.5,2.643,23.429,0.0,0.0,0.0,0,14.1,3.525,24.75,4,3.9,1.95,23.0,2,0.5,0.5,19.0,1,137.55,19.65,24.429,0.0,0.0,0.0,0,86.55,21.638,22.75,4,51.0,17.0,26.667,3,0.0,0.0,0.0,0,79.24,4.171,24.632,0.0,0.0,0.0,0,38.14,3.178,24.75,12,12.2,4.067,26.333,3,28.9,7.225,23.0,4,97.6,10.844,23.222,0.0,0.0,0.0,0,18.1,4.525,23.25,4,38.0,38.0,30.0,1,41.5,10.375,21.5,4,87.42,5.142,23.412,1.0,1.0,26.0,1,40.3,5.757,22.857,7,27.0,13.5,22.5,2,19.12,2.731,23.857,7,4,20,7,11,50,38,12,1.76,0,1,7,19,5,14,72,49,23,1.63,0,4,20,12,6,66,30,36,1.89,0
Serie A,Juventus FC,2015,185.499,11.594,23.062,3.1,1.55,21.5,2,29.8,14.9,25.5,2,71.199,10.171,22.571,7,81.4,16.28,23.4,5,81.28,6.773,23.167,0.0,0.0,0.0,0,15.28,3.82,24.5,4,40.35,13.45,22.667,3,25.65,5.13,22.4,5,170.2,21.275,24.75,0.0,0.0,0.0,0,27.0,9.0,26.333,3,17.8,8.9,25.0,2,125.4,41.8,23.0,3,176.929,10.408,24.941,2.1,1.05,24.5,2,6.155,2.052,25.667,3,131.64,16.455,25.375,8,37.034,9.258,23.75,4,177.6,13.662,24.846,18.0,18.0,27.0,1,56.7,11.34,26.8,5,48.7,16.233,23.0,3,54.2,13.55,23.25,4,145.65,6.62,23.227,7.3,2.433,25.333,3,61.4,15.35,23.0,4,29.6,4.933,23.667,6,47.35,5.261,22.333,9,259.7,32.462,26.75,14.2,14.2,25.0,1,81.0,20.25,27.0,4,0.0,0.0,0.0,0,164.5,54.833,27.0,3,111.67,6.569,24.588,4.5,1.5,24.0,3,50.37,12.592,25.25,4,31.7,6.34,23.6,5,25.1,5.02,25.4,5,1,29,4,5,75,20,55,2.39,0,0,1,29,4,5,77,27,50,2.39,0,1,30,5,3,86,24,62,2.5,0
Serie A,SSC Napoli,2015,42.7,3.882,24.091,2.0,2.0,32.0,1,13.5,4.5,23.667,3,27.2,3.886,23.143,7,0.0,0.0,0.0,0,18.29,2.032,25.0,0.75,0.75,24.0,1,2.0,2.0,29.0,1,9.51,1.902,25.8,5,6.03,3.015,21.5,2,99.09,11.01,23.444,0.0,0.0,0.0,0,15.0,7.5,25.0,2,33.5,8.375,23.25,4,50.59,16.863,22.667,3,116.805,12.978,26.111,0.455,0.455,32.0,1,0.2,0.2,25.0,1,9.0,2.25,25.75,4,107.15,35.717,25.0,3,68.0,11.333,23.833,0.0,0.0,0.0,0,30.5,10.167,25.667,3,13.5,13.5,21.0,1,24.0,12.0,22.5,2,17.45,2.181,26.25,0.0,0.0,0.0,0,2.2,1.1,28.0,2,3.95,0.988,25.0,4,11.3,5.65,27.0,2,70.5,17.625,24.25,0.0,0.0,0.0,0,12.0,12.0,27.0,1,54.5,27.25,23.5,2,4.0,4.0,23.0,1,100.8,14.4,26.714,0.0,0.0,0.0,0,0.5,0.5,28.0,1,78.8,19.7,26.5,4,21.5,10.75,26.5,2,2,25,7,6,80,32,48,2.16,0,0,3,26,8,4,94,39,55,2.26,0,2,28,7,3,77,29,48,2.39,0
Serie A,US Sassuolo,2015,30.7,3.838,20.625,0.0,0.0,0.0,0,0.0,0.0,0.0,0,10.8,2.7,19.25,4,19.9,4.975,22.0,4,25.0,5.0,29.0,0.0,0.0,0.0,0,0.3,0.3,35.0,1,3.2,3.2,26.0,1,21.5,7.167,28.0,3,27.51,3.439,24.125,0.0,0.0,0.0,0,7.5,3.75,23.5,2,6.0,6.0,23.0,1,14.01,2.802,24.6,5,27.8,6.95,26.5,0.0,0.0,0.0,0,14.0,14.0,24.0,1,0.2,0.2,25.0,1,13.6,6.8,28.5,2,35.5,3.944,20.778,0.0,0.0,0.0,0,17.0,4.25,21.0,4,12.0,6.0,18.5,2,6.5,2.167,22.0,3,19.25,2.75,24.429,0.0,0.0,0.0,0,0.75,0.75,25.0,1,12.5,3.125,23.75,4,6.0,3.0,25.5,2,53.97,4.906,21.909,0.0,0.0,0.0,0,17.95,4.488,21.0,4,2.75,1.375,24.5,2,33.27,6.654,21.6,5,50.377,4.58,26.273,0.0,0.0,0.0,0,15.0,7.5,28.0,2,2.0,1.0,26.5,2,33.377,4.768,25.714,7,6,16,13,9,49,40,9,1.61,0,1,12,13,7,18,58,63,-5,1.21,1,11,11,10,17,29,59,-30,1.13,1
Serie A,AC Milan,2015,102.27,12.784,24.5,0.0,0.0,0.0,0,29.5,14.75,24.0,2,25.47,6.368,23.0,4,47.3,23.65,28.0,2,11.16,1.594,23.429,0.0,0.0,0.0,0,2.5,2.5,29.0,1,4.0,4.0,23.0,1,4.66,0.932,22.4,5,29.56,4.223,25.0,0.0,0.0,0.0,0,9.56,9.56,23.0,1,9.3,3.1,27.333,3,10.7,3.567,23.333,3,25.15,3.593,24.714,0.0,0.0,0.0,0,0.05,0.05,21.0,1,6.4,6.4,23.0,1,18.7,3.74,25.8,5,186.48,18.648,26.0,0.98,0.98,27.0,1,99.0,24.75,25.75,4,43.0,21.5,27.0,2,43.5,14.5,25.333,3,34.48,2.873,25.75,0.0,0.0,0.0,0,16.5,5.5,25.667,3,11.83,2.366,26.6,5,6.15,1.538,24.75,4,193.77,21.53,25.111,0.0,0.0,0.0,0,55.87,27.935,24.5,2,43.4,21.7,22.0,2,94.5,18.9,26.6,5,88.1,8.81,25.9,0.0,0.0,0.0,0,38.5,19.25,28.0,2,0.9,0.45,21.0,2,48.7,8.117,26.833,6,7,15,12,11,49,43,6,1.5,1,0,6,18,9,11,57,45,12,1.66,0,6,18,10,10,56,42,14,1.68,0
Serie A,Atalanta BC,2015,23.83,2.166,22.273,0.96,0.96,19.0,1,3.87,3.87,24.0,1,15.5,2.583,21.833,6,3.5,1.167,23.667,3,37.95,4.744,23.375,0.0,0.0,0.0,0,11.3,5.65,25.5,2,26.65,4.442,22.667,6,0.0,0.0,0.0,0,15.94,1.771,22.667,1.7,0.85,22.5,2,3.94,1.313,24.0,3,1.1,0.55,21.0,2,9.2,4.6,22.5,2,41.33,5.904,24.857,0.33,0.33,24.0,1,23.0,11.5,25.0,2,16.0,5.333,25.667,3,2.0,2.0,23.0,1,61.37,5.579,23.727,5.72,5.72,28.0,1,22.2,5.55,23.0,4,19.65,6.55,22.667,3,13.8,4.6,24.333,3,78.038,9.755,22.25,0.0,0.0,0.0,0,55.23,18.41,21.333,3,20.55,10.275,21.0,2,2.258,0.753,24.0,3,59.3,4.942,21.667,4.4,4.4,23.0,1,17.9,3.58,20.0,5,17.0,5.667,22.0,3,20.0,6.667,23.667,3,21.562,1.96,24.455,0.3,0.3,26.0,1,1.0,1.0,23.0,1,11.35,2.838,24.5,4,8.912,1.782,24.4,5,13,11,12,15,41,47,-6,1.18,1,0,4,21,9,8,62,41,21,1.89,1,7,16,12,10,57,39,18,1.58,0
Serie A,Bologna FC 1909,2015,26.63,2.048,24.077,0.0,0.0,0.0,0,6.5,2.167,23.667,3,7.93,1.322,22.333,6,12.2,3.05,27.0,4,0.8,0.4,27.5,0.0,0.0,0.0,0,0.5,0.5,28.0,1,0.0,0.0,0.0,0,0.3,0.3,27.0,1,31.3,2.845,22.545,0.0,0.0,0.0,0,0.2,0.2,21.0,1,28.4,3.55,22.875,8,2.7,1.35,22.0,2,16.98,5.66,25.333,0.0,0.0,0.0,0,1.98,1.98,31.0,1,15.0,7.5,22.5,2,0.0,0.0,0.0,0,13.0,2.167,26.0,0.0,0.0,0.0,0,6.5,1.625,26.75,4,6.5,3.25,24.5,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,31.215,3.468,24.778,9.1,4.55,23.0,2,1.615,0.538,26.333,3,4.5,4.5,19.0,1,16.0,5.333,26.333,3,44.991,3.461,25.615,4.0,4.0,34.0,1,7.081,1.18,25.5,6,24.6,12.3,25.5,2,9.31,2.328,23.75,4,14,11,9,18,33,45,-12,1.11,1,2,15,11,8,19,40,58,-18,1.08,2,15,11,6,21,40,52,-12,1.03,1
Serie A,Chievo Verona,2015,6.13,1.022,25.333,0.0,0.0,0.0,0,1.33,0.443,27.333,3,4.8,1.6,23.333,3,0.0,0.0,0.0,0,15.407,1.926,25.875,0.0,0.0,0.0,0,3.4,1.133,26.333,3,1.932,0.966,23.0,2,10.075,3.358,27.333,3,12.572,2.514,25.4,0.0,0.0,0.0,0,6.672,3.336,25.5,2,5.3,2.65,21.5,2,0.6,0.6,33.0,1,6.28,1.256,23.4,4.0,4.0,20.0,1,0.0,0.0,0.0,0,2.18,0.727,23.667,3,0.1,0.1,26.0,1,2.95,0.421,23.857,0.0,0.0,0.0,0,1.4,0.35,24.75,4,1.05,0.525,21.5,2,0.5,0.5,25.0,1,17.671,1.767,24.7,1.2,1.2,23.0,1,2.011,0.402,25.6,5,1.9,0.95,24.0,2,12.56,6.28,24.0,2,9.47,1.353,24.571,0.0,0.0,0.0,0,4.82,1.205,26.0,4,2.0,2.0,27.0,1,2.65,1.325,20.5,2,17.62,1.468,25.833,0.0,0.0,0.0,0,0.195,0.098,27.0,2,14.55,2.425,27.167,6,2.875,0.719,23.25,4,9,13,11,14,43,45,-2,1.32,1,1,14,12,7,19,43,61,-18,1.13,1,13,10,10,18,36,59,-23,1.05,2
Serie A,Genoa CFC,2015,16.7,1.518,24.545,0.0,0.0,0.0,0,7.35,1.838,25.0,4,0.5,0.5,31.0,1,8.85,1.475,23.167,6,43.15,3.319,24.692,0.0,0.0,0.0,0,6.25,3.125,24.0,2,21.9,4.38,23.2,5,15.0,2.5,26.167,6,27.2,2.092,24.692,0.0,0.0,0.0,0,17.45,2.493,26.143,7,1.9,0.633,21.333,3,7.85,2.617,24.667,3,50.3,7.186,27.714,0.0,0.0,0.0,0,13.8,6.9,29.0,2,9.3,4.65,26.5,2,27.2,9.067,27.667,3,14.17,1.417,24.6,0.0,0.0,0.0,0,2.65,1.325,28.5,2,6.2,1.55,23.5,4,5.32,1.33,23.75,4,46.715,6.674,25.429,0.0,0.0,0.0,0,5.065,1.688,27.667,3,0.0,0.0,0.0,0,41.65,10.412,23.75,4,58.875,3.271,23.444,2.4,2.4,25.0,1,12.575,3.144,23.25,4,12.9,1.843,24.143,7,31.0,5.167,22.5,6,84.364,5.624,24.533,14.5,7.25,26.5,2,32.051,4.579,25.857,7,0.513,0.256,24.5,2,37.3,9.325,21.25,4,11,13,7,18,45,48,-3,1.21,1,2,16,9,9,20,38,64,-26,0.95,1,12,11,8,19,33,43,-10,1.08,2
Serie A,SS Lazio,2015,31.25,5.208,24.333,2.6,2.6,28.0,1,13.65,4.55,26.0,3,12.0,12.0,20.0,1,3.0,3.0,20.0,1,2.37,0.79,27.667,0.0,0.0,0.0,0,1.75,1.75,24.0,1,0.2,0.2,32.0,1,0.42,0.42,27.0,1,32.7,4.671,22.571,0.0,0.0,0.0,0,17.75,4.438,21.5,4,5.5,2.75,23.0,2,9.45,9.45,26.0,1,28.7,4.783,26.833,0.7,0.7,27.0,1,1.0,0.5,29.0,2,27.0,9.0,25.333,3,0.0,0.0,0.0,0,28.1,3.512,24.625,0.0,0.0,0.0,0,6.1,3.05,27.0,2,9.7,4.85,24.0,2,12.3,3.075,23.75,4,73.92,12.32,24.833,5.72,5.72,28.0,1,16.5,8.25,23.0,2,21.7,10.85,26.5,2,30.0,30.0,22.0,1,51.28,8.547,25.0,0.0,0.0,0.0,0,22.58,7.527,25.667,3,7.6,7.6,25.0,1,21.1,10.55,24.0,2,38.6,19.3,28.0,0.0,0.0,0.0,0,0.6,0.6,31.0,1,0.0,0.0,0.0,0,38.0,38.0,25.0,1,8,15,9,14,52,52,0,1.42,1,0,5,21,7,10,74,51,23,1.84,0,5,21,9,8,89,49,40,1.89,1
Serie A,Torino FC,2015,28.05,3.506,23.5,1.2,1.2,23.0,1,6.3,3.15,24.5,2,11.3,3.767,23.333,3,9.25,4.625,23.0,2,19.75,3.95,23.2,0.0,0.0,0.0,0,18.8,6.267,22.667,3,0.45,0.45,22.0,1,0.5,0.5,26.0,1,28.48,2.848,26.4,0.0,0.0,0.0,0,6.48,1.62,29.5,4,16.0,3.2,23.8,5,6.0,6.0,27.0,1,26.43,2.937,27.444,0.0,0.0,0.0,0,17.2,3.44,26.4,5,1.98,0.99,29.5,2,7.25,3.625,28.0,2,26.35,3.294,23.5,2.6,2.6,20.0,1,10.25,3.417,25.667,3,3.0,3.0,29.0,1,10.5,3.5,20.667,3,79.8,7.255,24.636,0.0,0.0,0.0,0,66.4,9.486,25.857,7,12.7,6.35,24.0,2,0.7,0.35,21.0,2,53.15,5.315,24.6,0.0,0.0,0.0,0,20.75,4.15,23.0,5,18.4,6.133,27.0,3,14.0,7.0,25.0,2,17.2,2.457,25.714,1.5,1.5,24.0,1,10.0,10.0,23.0,1,5.25,1.312,27.75,4,0.45,0.45,22.0,1,12,12,9,17,52,55,-3,1.18,1,1,9,13,14,11,71,66,5,1.39,1,9,13,15,10,54,46,8,1.42,1
Serie A,UC Sampdoria,2015,34.67,4.334,21.5,0.0,0.0,0.0,0,8.48,4.24,24.0,2,14.19,2.838,20.0,5,12.0,12.0,24.0,1,16.07,2.009,25.375,0.0,0.0,0.0,0,4.77,0.954,25.2,5,6.0,6.0,23.0,1,5.3,2.65,27.0,2,39.65,2.478,23.812,2.3,2.3,30.0,1,3.8,1.267,24.333,3,24.0,3.0,22.75,8,9.55,2.388,24.0,4,80.707,5.044,25.688,0.0,0.0,0.0,0,9.222,1.537,29.333,6,41.485,5.926,23.0,7,30.0,10.0,24.667,3,51.0,5.1,24.1,0.0,0.0,0.0,0,18.2,3.64,24.8,5,12.3,6.15,24.0,2,20.5,6.833,23.0,3,71.46,10.209,25.143,0.0,0.0,0.0,0,34.2,17.1,25.5,2,12.46,4.153,24.667,3,24.8,12.4,25.5,2,56.45,4.032,25.214,1.3,0.65,24.5,2,11.45,2.29,23.4,5,11.7,3.9,25.0,3,32.0,8.0,28.0,4,90.124,10.014,23.889,1.9,1.9,32.0,1,0.54,0.27,22.0,2,28.65,28.65,22.0,1,59.034,11.807,23.4,5,15,10,10,18,48,61,-13,1.05,2,1,10,12,12,14,49,55,-6,1.26,1,10,16,6,16,56,60,-4,1.42,1
Serie A,Udinese Calcio,2015,21.42,2.38,23.0,0.0,0.0,0.0,0,9.7,3.233,22.667,3,5.7,1.425,24.75,4,6.02,3.01,20.0,2,74.12,8.236,23.333,0.0,0.0,0.0,0,16.5,5.5,25.667,3,26.62,8.873,22.667,3,31.0,10.333,21.667,3,26.5,4.417,20.833,0.0,0.0,0.0,0,0.5,0.5,18.0,1,13.5,6.75,21.5,2,12.5,4.167,21.333,3,32.23,4.604,23.143,0.0,0.0,0.0,0,1.0,1.0,27.0,1,21.0,7.0,21.667,3,10.23,3.41,23.333,3,22.591,2.054,23.273,0.0,0.0,0.0,0,9.341,1.557,23.667,6,7.75,1.938,22.75,4,5.5,5.5,23.0,1,17.7,2.529,27.0,0.0,0.0,0.0,0,3.1,1.55,29.0,2,11.2,3.733,24.667,3,3.4,1.7,28.5,2,52.9,4.408,23.583,4.0,4.0,24.0,1,5.4,1.35,22.75,4,23.0,7.667,23.0,3,20.5,5.125,24.75,4,13.526,1.23,25.182,0.0,0.0,0.0,0,4.915,2.458,29.5,2,5.351,1.07,25.6,5,3.26,0.815,22.5,4,17,10,9,19,35,60,-25,1.03,2,1,13,12,9,17,47,56,-9,1.18,1,14,12,4,22,48,63,-15,1.05,1
Serie A,AC Milan,2016,29.56,4.223,25.0,0.0,0.0,0.0,0,9.56,9.56,23.0,1,9.3,3.1,27.333,3,10.7,3.567,23.333,3,25.15,3.593,24.714,0.0,0.0,0.0,0,0.05,0.05,21.0,1,6.4,6.4,23.0,1,18.7,3.74,25.8,5,186.48,18.648,26.0,0.98,0.98,27.0,1,99.0,24.75,25.75,4,43.0,21.5,27.0,2,43.5,14.5,25.333,3,34.48,2.873,25.75,0.0,0.0,0.0,0,16.5,5.5,25.667,3,11.83,2.366,26.6,5,6.15,1.538,24.75,4,193.77,21.53,25.111,0.0,0.0,0.0,0,55.87,27.935,24.5,2,43.4,21.7,22.0,2,94.5,18.9,26.6,5,88.1,8.81,25.9,0.0,0.0,0.0,0,38.5,19.25,28.0,2,0.9,0.45,21.0,2,48.7,8.117,26.833,6,122.775,15.347,23.0,0.125,0.125,32.0,1,32.1,16.05,22.0,2,57.8,19.267,22.667,3,32.75,16.375,20.0,2,59.23,6.581,25.333,0.4,0.4,37.0,1,1.85,0.462,24.75,4,14.0,14.0,21.0,1,42.98,14.327,23.667,3,6,18,9,11,57,45,12,1.66,0,0,6,18,10,10,56,42,14,1.68,0,5,19,11,8,55,36,19,1.79,0
Serie A,AS Roma,2016,102.6,6.413,24.062,8.0,8.0,23.0,1,25.5,2.833,24.444,9,18.6,18.6,19.0,1,50.5,10.1,24.6,5,43.432,3.341,24.077,0.0,0.0,0.0,0,10.1,2.02,25.6,5,9.0,9.0,24.0,1,24.332,3.476,23.0,7,91.15,7.596,25.75,0.0,0.0,0.0,0,56.9,7.112,26.75,8,15.0,7.5,24.5,2,19.25,9.625,23.0,2,155.0,11.071,24.571,0.0,0.0,0.0,0,75.0,12.5,24.667,6,28.5,9.5,22.667,3,51.5,10.3,25.6,5,164.1,13.675,24.833,13.5,4.5,27.667,3,9.5,9.5,27.0,1,62.35,15.587,25.5,4,78.75,19.688,21.5,4,150.463,9.404,24.938,71.5,35.75,26.0,2,3.69,0.738,26.2,5,64.893,12.979,24.8,5,10.38,2.595,23.0,4,117.4,9.783,24.833,23.5,23.5,24.0,1,38.8,9.7,25.0,4,52.1,10.42,24.4,5,3.0,1.5,26.0,2,106.38,7.092,23.667,3.0,3.0,20.0,1,61.18,15.295,25.75,4,13.9,4.633,22.0,3,28.3,4.043,23.714,7,2,28,3,7,90,38,52,2.29,0,0,3,23,8,7,61,28,33,2.03,0,6,18,12,8,66,48,18,1.74,0
